URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS
https://www.pararius.com/apartment-for-rent/amsterdam/4a81d465/rooseveltlaan,Apartment Rooseveltlaan,1079 AC (Scheldebuurt),2750,141,5,Upholstered,Please note: this property is not suitable for sharers and/or students.,20-07-2022,03-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,4,2,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/4a81d465/amsterdam/aham-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/41a8ca36/nieuwe-spiegelstraat,Apartment Nieuwe Spiegelstraat,1017 DG (Grachtengordel-Zuid),2500,90,3,Interior is not available,Lovely apartment for rent in Amsterdam with 2 bedrooms in the Grachtengordel-Zuid district.,20-07-2022,consultation,Specifics are not available,Good,213,Apartment,Existing building,Before 1906,In the city centre,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/41a8ca36/amsterdam/van-maarschalkerwaart-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6a0c2d72/gerard-brandtstraat,Apartment Gerard Brandtstraat 24 B,1054 JK (Vondelbuurt),3900,135,4,Furnished,For rent: Furnished two floor apartment,20-07-2022,01-09-2022,Specifics are not available,Excellent,378,Apartment,Existing building,1850,Location type is not available,3,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6a0c2d72/amsterdam/van-huis-uit-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/547cc96a/daniel-defoelaan,Apartment Daniël Defoelaan 263,"1102 ZH (Bijlmer Centrum (D,F,H))",1600,74,3,Furnished,"Beautiful apartment with balcony for rent in Amsterdam with 2 bedrooms in the Bijlmer Centrum (D,F,H) district.",20-07-2022,Not available to book,Specifics are not available,Good,300,Apartment,Existing building,1984,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/547cc96a/amsterdam/linger-og/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/374f27eb/tweede-oosterparkstraat,Apartment Tweede Oosterparkstraat,1092 BT (Oosterparkbuurt),1975,67,3,Interior is not available,Tweede Oosterparkstraat 188 III in Amsterdam,20-07-2022,consultation,Specifics are not available,Good,228,Apartment,Existing building,Before 1906,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/374f27eb/amsterdam/engel-en-volkers-amsterdam-centrum/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b06e4d65/weteringschans,Apartment Weteringschans 12 D,1017 SG (De Weteringschans),3250,134,4,Upholstered,"Beautiful double upper apartment of approx. 134 m² with roof terrace and phenomenal view on the Rijksmuseum and the rest of the City! This unfurnished apartment is situated on the third and fourth floor of a characteristic/monumental building on the Weteringschans in the heart of the center and comes with; wooden floors, high ceilings, 3 bedrooms, 2 bathrooms, terrace and a spacious internal storage space.",20-07-2022,01-09-2022,Monumental building,Good,472,Apartment,Existing building,Before 1906,Location type is not available,3,2,3,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/b06e4d65/amsterdam/jlg-real-estate/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ed912f52/arubastraat,Apartment Arubastraat 2 hs,1058 VE (Westindische Buurt),2450,90,4,Furnished,THIS LISTING IS ALSO PERFECT TO USE AS AN OFFICE OR PRACTICE WITH LIVING PURPOSES (HOME OFFICE),3 weeks,Not available to book,Specifics are not available,Upkeep is not available,286,Apartment,Existing building,1928,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ed912f52/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da82b951/klaas-katerstraat,Apartment Klaas Katerstraat,1069 RT (Osdorp-Midden),2000,79,3,Furnished,KLAAS KATERSTRAAT (CA.79M2) AMSTERDAM-NIEUWE WEST / AKER  ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/da82b951/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7d82f357/van-tuyll-van-serooskerkenplein,Apartment Van Tuyll van Serooskerkenplein,1076 NA (Stadionbuurt),2250,70,3,Interior is not available,Go to hausing . com to schedule instantly your viewing appointment & to watch the video tour. ,19-07-2022,01-08-2022,Specifics are not available,Good,243,Apartment,Existing building,1897,Location type is not available,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7d82f357/amsterdam/hausing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/91c38369/zeeburgerdijk,Apartment Zeeburgerdijk 78 I,1094 AG (Indische Buurt West),1750,45,2,Furnished,Renovated 2 room (1 bedroom) apartment with small balcony at the front and spacious balcony at the rear.,19-07-2022,01-09-2022,Specifics are not available,Good,113,Apartment,Existing building,1905,Location type is not available,1,1,1,Present,Details of garden is not available,Present,"Inpandig, met vliering",Yes,https://www.pararius.com/contact/91c38369/amsterdam/ehr-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/de4c5a3d/ijselstraat,Apartment IJselstraat 27 3,1078 CA (IJselbuurt),1800,70,3,Upholstered,"Het spijt me maar door de vele geïnteresseerde klanten hebben we de afspraken stopgezet, als het appartement volgende week nog vrij is laat ik het jullie weten.",19-07-2022,01-08-2022,Specifics are not available,Excellent,160,Apartment,Existing building,1900,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/de4c5a3d/amsterdam/allround-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fce3caf0/ijburglaan,Apartment IJburglaan,1087 BS (IJburg West),6500,400,5,Furnished,"IJBURGLAAN 603, 1087 BS AMSTERDAM",19-07-2022,Not available to book,Specifics are not available,Excellent,1.000,Apartment,Existing building,2001,Unobstructed view,3,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/fce3caf0/amsterdam/prestige-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/833d888b/spaarndammerstraat,Apartment Spaarndammerstraat,1013 ST (Spaarndammer- en Zeeheldenbuurt),2750,118,4,Furnished,"Very light maisonette of 118 m2. This spacious house has two floors, three bedrooms, an impressive kitchen and a spacious and sunny balcony on the southwest. Centrally located, 250 meters from the Westerpark and within walking distance of the city center, the Jordaan, 't IJ and the Houthavens. Within ten minutes by bike you are at Sloterdijk Station or Central Station and in no time you can drive on the A10 by car.",19-07-2022,08-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/833d888b/amsterdam/123wonen-amsterdam/request-details
https://www.pararius.com/house-for-rent/amsterdam/4f25b016/erich-salomonstraat,House Erich Salomonstraat,1087 JA (IJburg West),2850,158,4,Furnished,Spacious house for rent in Amsterdam with 3 bedrooms in the IJburg West district.,19-07-2022,consultation,Specifics are not available,Excellent,616,House,Existing building,2008,in a residential area,3,1,3,Not present,Details of garden is not available,Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/4f25b016/amsterdam/makelaardij-prins-van-wijngaarden-groningen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ae273f66/nicolaas-maesstraat,Apartment Nicolaas Maesstraat 113 2,1071 PV (Museumkwartier),2650,86,3,Furnished,Gorgeous high-end refurbished 2-bedroom apartment in the Museum Quarter!,19-07-2022,01-09-2022,Specifics are not available,Excellent,160,Apartment,Existing building,1908,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ae273f66/amsterdam/yourhome-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/12e9f5ed/badhuiskade,Apartment Badhuiskade,1031 KV (Noordelijke IJ-oevers West),3500,125,4,Upholstered or furnished,So here you come in wonderfully say! What a view! Here you can sit for hours and enjoy the city of Amsterdam!,19-07-2022,consultation,Specifics are not available,Excellent,340,Apartment,Existing building,2017,Location type is not available,3,2,1,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/12e9f5ed/amsterdam/jansen-smit-makelaars-taxateurs/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/34eb1546/rustenburgerstraat,Apartment Rustenburgerstraat 386 A,1072 HG (Nieuwe Pijp),1695,40,3,Upholstered,Pitch property,19-07-2022,01-09-2022,Specifics are not available,Excellent,130,Apartment,Existing building,1904,Location type is not available,1,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/34eb1546/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/1f1b2ae3/osdorpplein,Apartment Osdorpplein,1068 TD (Osdorp-Oost),2200,58,2,Furnished,Brand new fully furnished luxury 1 bedroom apartment with balcony in the beautiful neighbourhood of Amsterdam.  The apartment and the building “The hub” has just been constructed and comes with all modern comfort and facilities.  The apartment has a solar panel fitting that produces around 600 KW energy every year. ,19-07-2022,Not available to book,Specifics are not available,Excellent,160,Apartment,New development,2020,Location type is not available,1,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1f1b2ae3/amsterdam/amsterdam-rentals/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/2b76ba48/simone-de-beauvoirstraat,Apartment Simone de Beauvoirstraat,"1102 AR (Bijlmer Centrum (D,F,H))",1700,84,3,Furnished,"Lovely furnished apartment with balcony for rent in Amsterdam with 1 bedroom in the Bijlmer Centrum (D,F,H) district.",19-07-2022,consultation,Specifics are not available,Good,252,Apartment,Existing building,1993,Location type is not available,1,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Parkeerplaats,Yes,https://www.pararius.com/contact/2b76ba48/amsterdam/amstel-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/21b1e608/bolestein,Apartment Bolestein,1081 EJ (Buitenveldert-West),1950,100,3,Upholstered or furnished,Furnished or upholstered apartment with balcony for rent in Amsterdam with 2 bedrooms in the Buitenveldert-West district.,19-07-2022,Not available to book,Specifics are not available,Good,300,Apartment,Existing building,1969,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/21b1e608/amsterdam/amstel-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/50de475e/kranenburg,Apartment Kranenburg 41,1083 JM (Buitenveldert-Oost),2200,82,3,Furnished,Details:,19-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,300,Apartment,Existing building,1986,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/50de475e/amsterdam/amsterdam-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/de656aed/ruyschstraat,Apartment Ruyschstraat 91 2,1091 BX (Oosterparkbuurt),1750,55,3,Shell,"Op zoek naar een mooi appartement Centrum-Oost, nabij de Amstel en Oosterpark?",19-07-2022,01-08-2022,Specifics are not available,Excellent,143,Apartment,Existing building,1900,In the city centre,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/de656aed/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/9cd278ec/paramaribostraat,Apartment Paramaribostraat 156 1,1058 VR (Westindische Buurt),3250,102,4,Upholstered or furnished,"For rent Amsterdam beautiful apartment 102m2: on the first floor is a large living room with open kitchen (fully equipped). Balcony, toilet, hallway with stairs and first bedroom on this floor. On top floor another 2 nice bedrooms, beautiful bathroom including toilet, douche and bath. At the roof is a very sunny, large and private roof terrace.  ",19-07-2022,01-09-2022,Specifics are not available,Good,355,Apartment,Existing building,1930,in a residential area,3,1,2,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9cd278ec/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/a4771b2e/eerste-atjehstraat,Apartment Eerste Atjehstraat 73 3,1094 KD (Indische Buurt West),1450,55,2,Upholstered,"BECAUSE OF HOLIDAYS, REQUESTS FOR VIEWINGS AND OTHER QUESTIONS WILL BE PROCESSED ONLY AFTER THE 9TH OF AUGUST!",19-07-2022,18-09-2022,Specifics are not available,Good,154,Apartment,Existing building,1911,In the city centre,1,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/a4771b2e/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6cc70544/keizersgracht,Apartment Keizersgracht 158 **,1015 CX (Grachtengordel-West),2150,80,4,Interior is not available,(EN),19-07-2022,Not available to book,Specifics are not available,Excellent,240,Apartment,Existing building,1721,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6cc70544/amsterdam/a1-executive-estate/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ee55e63d/piet-gijzenbrugstraat,Apartment Piet Gijzenbrugstraat,1059 XE (Hoofddorppleinbuurt),2700,76,3,Furnished,Beautiful furnished apartment with garden for rent in Amsterdam with 2 bedrooms in the Hoofddorppleinbuurt district.,19-07-2022,consultation,Accessible for seniors,Good,228,Apartment,Existing building,1933,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ee55e63d/amsterdam/amstel-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7397108c/groenburgwal,Apartment Groenburgwal 14 IV,1011 HV (Nieuwmarkt/Lastage),4400,189,3,Furnished,Unique Loft Apartment of approximately 189 m2 with elevator and roof terrace on the top floor of a former hats factory. Located near the Stopera (city hall) and within walking distance of the Nieuwmarkt. The Groenburgwal is one of Amsterdam's most beautiful and quietest canals.,19-07-2022,01-08-2022,Monumental building,Excellent,774,Apartment,Existing building,Before 1906,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Parkeerplaats,Yes,https://www.pararius.com/contact/7397108c/amsterdam/makelaarskantoor-carla-van-den-brink/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/2b9a9c82/ceramiquelaan,Apartment Céramiquelaan,1031 KG (Noordelijke IJ-oevers West),2950,130,4,Furnished,"What a location! Just a few minutes from the city center you will find this beautiful and brand new apartment (approx. 130m2!) on the third floor of the new-build complex 'The Wave', part of the Aan het IJ project. It has 3 spacious bedrooms, a nice terrace of 14m2, a communal bicycle shed and a private parking space with an electric charging station in the underground parking garage.",18-07-2022,01-08-2022,Specifics are not available,Excellent,331,Apartment,Existing building,2021,Unobstructed view,3,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2b9a9c82/amsterdam/housing-experts/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/e9d5fb2e/nassaukade,Apartment Nassaukade,1052 CZ (Frederik Hendrikbuurt),2000,70,2,Furnished,EXCL. G/W/E/TV/Wifi. Deposit 2 months. Pets are not allowed.,18-07-2022,24-08-2022,Specifics are not available,Good,195,Apartment,Existing building,1883,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/e9d5fb2e/amsterdam/homecrew/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/3feffcb1/lumeijstraat,Apartment Lumeijstraat 11 4,1056 VS (Geuzenbuurt),2350,76,3,Upholstered,Do you want to enjoy the sun on your own roof terrace in the summer? Then this apartment is perfect for you!,18-07-2022,consultation,Specifics are not available,Excellent,160,Apartment,Existing building,1922,in a residential area,2,1,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3feffcb1/amsterdam/fris-vastgoed-management-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6a48ab27/lumeijstraat,Apartment Lumeijstraat 11 3,1056 VS (Geuzenbuurt),1995,76,3,Upholstered,High-quality renovated two bedroom apartment in the Baarsjes!,18-07-2022,Not available to book,Specifics are not available,Excellent,120,Apartment,Existing building,1922,in a residential area,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/6a48ab27/amsterdam/fris-vastgoed-management-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/8eb03bac/saenredamstraat,Apartment Saenredamstraat 49 1,1072 CC (Oude Pijp),1850,50,2,Furnished,"Renovated 1 bedroom apartment at the first floor, with large terrace.",18-07-2022,01-09-2022,Specifics are not available,Excellent,150,Apartment,Existing building,1906,In the city centre,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/8eb03bac/amsterdam/ehr-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b1835fd6/johannes-verhulststraat,Apartment Johannes Verhulststraat,1071 NE (Museumkwartier),2350,70,2,Furnished,"Recently renovated, beautifully finished and tastefully furnished 2-room apartment (70m2) in an absolute prime location in the heart of the Museum Quarter.",18-07-2022,01-09-2022,Specifics are not available,Excellent,200,Apartment,Existing building,1902,Location type is not available,1,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b1835fd6/amsterdam/housing-experts/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7eeacc42/schinkelkade,Apartment Schinkelkade 67 D3,1075 VM (Schinkelbuurt),1147,72,3,Upholstered,"Luxurious 3-room apartment located on the top floor. Apartment has 1 bedroom and an extra room which can perfectly serve as a bedroom, study or office. All walls of the hallway, living room and bedrooms are papered. The luxurious Bruynzeel kitchen is equipped with all imaginable Siemens built-in appliances: from dishwasher to extractor hood above the gas hob, from fridge-freezer combination to combi microwave. The bathroom has a walk-in shower.",18-07-2022,02-08-2022,"Accessible for disabled people, accessible for seniors",Good,210,Apartment,New development,2018,Location type is not available,1,1,1,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/7eeacc42/amsterdam/digimakelaars-nl-de-makelaar-van-nederland/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/69496d28/allard-piersonstraat,Apartment Allard Piersonstraat,1053 ZX (Da Costabuurt),2350,90,3,Furnished,Completely high-end renovated and ideally located 3-room corner apartment (approx. 90 m 2) on the first floor in the very popular Da Costa neighborhood. With a view of Da Costaplein and Allard Piersonstraat. The apartment is practically laid out and has 2 bedrooms.,18-07-2022,01-09-2022,Specifics are not available,Excellent,255,Apartment,Existing building,1905,Location type is not available,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/69496d28/amsterdam/housing-experts/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fb24ffc0/tweede-jan-steenstraat,Apartment Tweede Jan Steenstraat 51,1074 CK (Oude Pijp),2750,96,3,Furnished,"Beautiful and very stylishly furnished 2-bedroom apartment of no less than 96m² spread over the second and third floor. Located in a quiet side street in the middle of the popular De Pijp district, between the Ceintuurbaan and the Albert Cuypstraat. The entire apartment has wooden floors, luxurious interiors including a YAMAHA piano, 65 inch flat screen TV, high-end espresso machine and two balconies with lots of privacy. Entrance on the second floor, with direct access to the spacious living room with open kitchen and the balcony at the rear, spread over the entire width of the apartment. The luxury kitchen is equipped with all conceivable (built-in) equipment including a refrigerator, freezer, dishwasher, oven, combination microwave, gas hob and extractor hood. There is also a lot of additional equipment available, including a blender, juicer and pressure cooker. A cozy dining area has been created in the kitchen, located at the front of the apartment. There is a separate toilet on the second floor. The third floor can be reached via the open staircase in the living room, with the luxurious bathroom with bathtub, walk-in shower, sink and second toilet. The spacious master bedroom has a box spring and spacious wardrobe. Next door is the second bedroom, currently used as an office/guest room. From the second bedroom there is access to the second balcony, also located at the rear. Last but not least, the apartment has airconditioning. The apartment is located in a quiet street in De Pijp near the Sarphatipark. The Albert Cuyp, shops, (organic) supermarkets and cafes and restaurants are within walking distance. You will also find the Museumplein, Leidseplein, the Amstel and the center nearby. Public transport is well organized, the tram stops are within walking distance and De Pijp Station is also close by, for the Noord/Zuid-lijn (subway). You can reach the highways (A10, A2) within a few minutes by car.",18-07-2022,15-08-2022,Specifics are not available,Good,243,Apartment,Existing building,1887,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fb24ffc0/amsterdam/koops-makelaardij-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/9550c755/bickerswerf,Apartment Bickerswerf 41,1013 KV (Haarlemmerbuurt),2675,111,4,Furnished,Charming furnished apartment with balcony for rent in Amsterdam with 2 bedrooms in the Haarlemmerbuurt district.,18-07-2022,Not available to book,Specifics are not available,Excellent,344,Apartment,Existing building,2003,On a quiet road,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9550c755/amsterdam/amsterdam-wonen-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/458fd1a0/tweede-jan-steenstraat,Apartment Tweede Jan Steenstraat 110 I,1074 CT (Oude Pijp),2250,72,3,Furnished,Beautiful apartment with balcony for rent in Amsterdam with 2 bedrooms in the Oude Pijp district.,18-07-2022,01-09-2022,Specifics are not available,Excellent,180,Apartment,Existing building,1882,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/458fd1a0/amsterdam/peter-bruin-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da82b951/klaas-katerstraat,Apartment Klaas Katerstraat,1069 RT (Osdorp-Midden),2000,79,3,Furnished,KLAAS KATERSTRAAT (CA.79M2) AMSTERDAM-NIEUWE WEST / AKER  ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/da82b951/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ed912f52/arubastraat,Apartment Arubastraat 2 hs,1058 VE (Westindische Buurt),2450,90,4,Furnished,THIS LISTING IS ALSO PERFECT TO USE AS AN OFFICE OR PRACTICE WITH LIVING PURPOSES (HOME OFFICE),3 weeks,Not available to book,Specifics are not available,Upkeep is not available,286,Apartment,Existing building,1928,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ed912f52/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fff8c001/vaartstraat,Apartment Vaartstraat 62 A,1075 RR (Schinkelbuurt),2300,65,3,Furnished,"
Vaartstraat 62-A",18-07-2022,01-08-2022,Specifics are not available,Good,180,Apartment,Existing building,1913,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fff8c001/amsterdam/rent-a-stone/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ccaa952b/faas-wilkesstraat,Apartment Faas Wilkesstraat 405,1095 MD (Zeeburgereiland/Nieuwe Diep),2250,85,3,Upholstered or furnished,NO SHARING.,18-07-2022,01-09-2022,Specifics are not available,Excellent,240,Apartment,Existing building,2020,in a residential area,2,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ccaa952b/amsterdam/alcoco-nl/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/a2d2577f/leidsekade,Apartment Leidsekade 102 A,1017 PP (De Weteringschans),4950,153,4,Furnished,"We proudly present 4 high-end renovated, newly furnished, and styled turn-key apartments in a monumental canal house at the Leidsekade. During the renovation of this building, conscious choices were made for sustainable redevelopment on the one hand and the preservation of the original architectural aspects on the other, with a highly luxurious standard.",18-07-2022,01-08-2022,Monumental building,Upkeep is not available,595,Apartment,Existing building,1884,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/a2d2577f/amsterdam/urban-homies/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/d059aa8d/westerdoksdijk,Apartment Westerdoksdijk 313,1013 AD (Haarlemmerbuurt),2500,85,3,Furnished,Centrally located completely furnished luxury 2 bedroom apartment with balcony and private parking space on the Westerdoksdijk!,18-07-2022,10-10-2022,Specifics are not available,Good,225,Apartment,Existing building,2008,Location type is not available,2,2,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d059aa8d/amsterdam/parker-williams-real-estate-services/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/49575cab/belgieplein,Apartment Belgiëplein,1066 RC (Sloter-/Riekerpolder),1750,69,3,Furnished,"Wonderfully comfortable living above the Belgiëplein in Nieuw-Sloten, on the first floor of a modern and well-maintained complex in a child-friendly neighborhood! The house has been recently painted and equipped with new furniture.",18-07-2022,19-08-2022,Specifics are not available,Upkeep is not available,173,Apartment,Existing building,1994,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/49575cab/amsterdam/hb-housing-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/f5884318/loenermark,Apartment Loenermark 118,1025 SL (Buikslotermeer),1850,80,3,Furnished,Details:,18-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,225,Apartment,Existing building,1976,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/f5884318/amsterdam/amsterdam-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/f6fd3663/bilderdijkkade,Apartment Bilderdijkkade,1052 RV (Kinkerbuurt),2350,75,3,Furnished,NOT FOR SHARING | CANAL VIEW | SPACIOUS BEDROOMS | 2 BALCONIES ,18-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/f6fd3663/amsterdam/out-amsterdam/request-details
